Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.500196,1030002,1056817152,307519,17,0
Many Sequential Memetic,0.49996,1100002,1128497152,176787,18,0
Parallel Memetic,0.499794,1030002,1056817152,202061,17,0
Parallel Random Walk,0.499698,1000002,1026097152,150179,99,0
