Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.500515,1000302,1026404352,258651,1667,0
Many Sequential Memetic,0.499733,1003812,1040474112,43057,1671,0
Parallel Memetic,0.50023,1000302,1026404352,92865,1667,0
Parallel Random Walk,0.49977,1000002,1026097152,61977,9999,0
