Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.500061,1000032,1026127872,247119,16667,0
Many Sequential Memetic,0.50023,1000042,1026138112,137298,16667,0
Parallel Memetic,0.499795,1000032,1026127872,193628,16667,0
Parallel Random Walk,0.49977,1000002,1026097152,151250,99999,0
