Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.50023,1000032,1026127872,224430,16667,0
Many Sequential Memetic,0.499859,1000206,1030496256,51727,16669,0
Parallel Memetic,0.499816,1000032,1026127872,131433,16667,0
Parallel Random Walk,0.49977,1000002,1026097152,96338,99999,0
