Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.157917,1000302,1026404352,135781,1667,0
Many Sequential Memetic,0.157947,1000402,1026506752,80992,1667,0
Parallel Memetic,0.157696,1000302,1026404352,90742,1667,0
Parallel Random Walk,0.269221,1000002,1026097152,94477,9999,0
