Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.499565,1030002,1056817152,263045,17,0
Many Sequential Memetic,0.499686,1560012,1610022912,70356,24,0
Parallel Memetic,0.499667,1030002,1056817152,60567,17,0
Parallel Random Walk,0.499627,1000002,1026097152,65376,99,0
