Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.257812,1030002,263680512,5963,17,0
Many Sequential Memetic,0.382812,1560012,399363072,7531,24,0
Parallel Memetic,0.261719,1030002,263680512,5314,17,0
Parallel Random Walk,0.40625,1000002,256000512,5296,99,0
