Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.157698,1000302,1026404352,135866,1667,0
Many Sequential Memetic,0.157854,1000402,1026506752,81194,1667,0
Parallel Memetic,0.407896,1000302,1026404352,90061,1667,0
Parallel Random Walk,0.269221,1000002,1026097152,91814,9999,0
