Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.50044,1000032,1026127872,199807,16667,0
Many Sequential Memetic,0.499749,1000102,1026199552,128213,16668,0
Parallel Memetic,0.499763,1000032,1026127872,198770,16667,0
Parallel Random Walk,0.49977,1000002,1026097152,150634,99999,0
