Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.499297,1000302,1026404352,272805,1667,0
Many Sequential Memetic,0.499929,1001002,1027121152,139341,1668,0
Parallel Memetic,0.499998,1000302,1026404352,188660,1667,0
Parallel Random Walk,0.49977,1000002,1026097152,144357,9999,0
