Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.50023,1000302,1026404352,249878,1667,0
Many Sequential Memetic,0.500601,1000806,1031110656,54411,1667,0
Parallel Memetic,0.499917,1000302,1026404352,117600,1667,0
Parallel Random Walk,0.49977,1000002,1026097152,71381,9999,0
