Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.158041,1000302,1026404352,121063,1667,0
Many Sequential Memetic,0.158089,1004412,1041088512,22734,1672,0
Parallel Memetic,0.158101,1000302,1026404352,40308,1667,0
Parallel Random Walk,0.269221,1000002,1026097152,40841,9999,0
