Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.408022,1000032,1026127872,134961,16667,0
Many Sequential Memetic,0.407966,1000206,1030496256,31829,16669,0
Parallel Memetic,0.157824,1000032,1026127872,49070,16667,0
Parallel Random Walk,0.340197,1000002,1026097152,61793,99999,0
