Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.157695,1000032,1026127872,134712,16667,0
Many Sequential Memetic,0.4079,1000452,1037033472,22974,16672,0
Parallel Memetic,0.407934,1000032,1026127872,46137,16667,0
Parallel Random Walk,0.407906,1000002,1026097152,48268,99999,0
