Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.15811,1000302,1026404352,119925,1667,0
Many Sequential Memetic,0.158178,1003812,1040474112,21983,1671,0
Parallel Memetic,0.157926,1000302,1026404352,36164,1667,0
Parallel Random Walk,0.269509,1000002,1026097152,40793,9999,0
