Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.157918,1000302,1026404352,132514,1667,0
Many Sequential Memetic,0.158028,1000402,1026506752,78552,1667,0
Parallel Memetic,0.157767,1000302,1026404352,89374,1667,0
Parallel Random Walk,0.282572,1000002,1026097152,92498,9999,0
