Algorithm Name,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
Sequential Memetic,0.50023,1000302,1026404352,226653,1667,0
Many Sequential Memetic,0.50023,1000402,1026506752,138806,1667,0
Parallel Memetic,0.500101,1000302,1026404352,185450,1667,0
Parallel Random Walk,0.49977,1000002,1026097152,144508,9999,0
